date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
1994-01-01 01:00:00,0.0,49,2.5,180,0,0,0
1994-01-01 02:00:00,0.0,49,2.5,190,0,0,0
1994-01-01 03:00:00,0.0,49,2.5,170,0,0,0
1994-01-01 04:00:00,0.0,49,0.0,0,0,0,0
1994-01-01 05:00:00,-1.3,53,0.0,0,0,0,0
1994-01-01 06:00:00,-2.3,57,0.0,0,0,0,0
1994-01-01 07:00:00,-3.4,72,2.5,180,0,0,0
1994-01-01 08:00:00,-1.7,62,3.0,180,2,60,1
1994-01-01 09:00:00,1.1,48,2.5,170,69,66,61
1994-01-01 10:00:00,1.6,46,2.5,180,156,76,136
1994-01-01 11:00:00,4.4,39,3.6,190,111,0,111
1994-01-01 12:00:00,7.2,29,5.1,220,167,0,167
1994-01-01 13:00:00,8.3,26,7.7,220,175,0,175
1994-01-01 14:00:00,8.3,26,8.7,220,162,0,162
1994-01-01 15:00:00,8.3,26,5.6,210,129,0,129
1994-01-01 16:00:00,7.7,27,5.6,220,64,0,64
1994-01-01 17:00:00,7.0,39,6.9,220,19,0,19
1994-01-01 18:00:00,6.1,56,8.2,210,0,0,0
1994-01-01 19:00:00,4.4,76,6.6,210,0,0,0
1994-01-01 20:00:00,3.8,83,4.1,220,0,0,0
1994-01-01 21:00:00,3.8,86,3.6,190,0,0,0
1994-01-01 22:00:00,3.3,89,3.6,190,0,0,0
1994-01-01 23:00:00,2.7,97,3.0,200,0,0,0
1994-01-02 00:00:00,3.8,86,3.0,200,0,0,0
1994-01-02 01:00:00,3.3,85,2.5,250,0,0,0
1994-01-02 02:00:00,3.3,82,2.5,230,0,0,0
1994-01-02 03:00:00,3.3,82,3.0,220,0,0,0
1994-01-02 04:00:00,2.7,85,2.5,210,0,0,0
1994-01-02 05:00:00,2.7,89,3.6,250,0,0,0
1994-01-02 06:00:00,2.7,89,2.5,270,0,0,0
1994-01-02 07:00:00,2.2,92,2.5,250,0,0,0
1994-01-02 08:00:00,2.2,92,2.0,210,0,0,0
1994-01-02 09:00:00,2.2,92,1.5,270,22,0,22
1994-01-02 10:00:00,2.2,89,2.5,10,58,0,58
1994-01-02 11:00:00,2.2,92,3.0,270,89,0,89
1994-01-02 12:00:00,2.7,85,2.0,270,108,0,108
1994-01-02 13:00:00,2.7,85,3.6,300,114,0,114
1994-01-02 14:00:00,2.7,82,2.0,10,105,0,105
1994-01-02 15:00:00,2.2,89,2.5,10,83,0,83
1994-01-02 16:00:00,2.2,85,2.5,20,61,0,61
1994-01-02 17:00:00,2.2,85,2.5,30,18,0,18
1994-01-02 18:00:00,1.6,89,2.0,360,0,0,0
1994-01-02 19:00:00,1.6,85,3.0,20,0,0,0
1994-01-02 20:00:00,1.1,88,2.5,360,0,0,0
1994-01-02 21:00:00,1.1,84,2.0,360,0,0,0
1994-01-02 22:00:00,0.5,84,2.5,10,0,0,0
1994-01-02 23:00:00,0.0,91,2.5,10,0,0,0
1994-01-03 00:00:00,0.0,83,2.5,10,0,0,0
1994-01-03 01:00:00,0.0,83,2.5,40,0,0,0
1994-01-03 02:00:00,0.0,83,2.5,350,0,0,0
1994-01-03 03:00:00,0.0,83,2.5,20,0,0,0
1994-01-03 04:00:00,0.0,87,2.0,350,0,0,0
1994-01-03 05:00:00,1.6,81,2.5,40,0,0,0
1994-01-03 06:00:00,2.2,74,2.5,50,0,0,0
1994-01-03 07:00:00,2.2,77,4.1,60,0,0,0
1994-01-03 08:00:00,1.6,85,2.5,180,0,0,0
1994-01-03 09:00:00,1.6,85,2.5,120,28,0,28
1994-01-03 10:00:00,1.6,85,2.5,350,60,0,60
1994-01-03 11:00:00,2.7,75,2.0,90,95,0,95
1994-01-03 12:00:00,3.3,71,3.6,90,119,0,119
1994-01-03 13:00:00,3.3,71,2.8,80,239,126,181
1994-01-03 14:00:00,3.3,71,2.0,60,380,584,127
1994-01-03 15:00:00,2.7,72,2.5,80,89,0,89
1994-01-03 16:00:00,2.7,72,3.6,100,53,0,53
1994-01-03 17:00:00,1.6,81,5.1,100,23,0,23
1994-01-03 18:00:00,1.1,80,3.0,120,0,0,0
1994-01-03 19:00:00,1.0,81,3.3,120,0,0,0
1994-01-03 20:00:00,1.1,80,3.6,110,0,0,0
1994-01-03 21:00:00,0.5,84,3.0,80,0,0,0
