date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
1997-01-01 01:00:00,1.9,68,6.2,60,0,0,0
1997-01-01 02:00:00,1.2,63,5.2,60,0,0,0
1997-01-01 03:00:00,0.6,67,5.2,60,0,0,0
1997-01-01 04:00:00,0.3,67,5.2,60,0,0,0
1997-01-01 05:00:00,-0.1,64,5.2,60,0,0,0
1997-01-01 06:00:00,-0.2,65,3.6,50,0,0,0
1997-01-01 07:00:00,-0.2,63,3.6,60,0,0,0
1997-01-01 08:00:00,-0.1,65,3.6,90,3,0,3
1997-01-01 09:00:00,0.0,67,4.1,90,44,0,44
1997-01-01 10:00:00,0.0,70,4.1,110,89,0,89
1997-01-01 11:00:00,0.3,73,5.7,120,124,0,124
1997-01-01 12:00:00,0.3,70,5.7,120,144,0,144
1997-01-01 13:00:00,0.0,73,6.2,130,147,0,147
1997-01-01 14:00:00,0.0,72,4.6,160,134,0,134
1997-01-01 15:00:00,0.1,75,5.2,150,105,0,105
1997-01-01 16:00:00,0.3,77,4.1,150,63,0,63
1997-01-01 17:00:00,0.4,79,3.1,150,15,0,15
1997-01-01 18:00:00,0.7,81,3.6,150,0,0,0
1997-01-01 19:00:00,1.1,84,3.6,160,0,0,0
1997-01-01 20:00:00,1.4,84,3.6,170,0,0,0
1997-01-01 21:00:00,1.8,86,3.1,190,0,0,0
1997-01-01 22:00:00,2.1,85,4.1,170,0,0,0
1997-01-01 23:00:00,2.3,85,4.6,190,0,0,0
1997-01-02 00:00:00,2.8,84,4.1,220,0,0,0
1997-01-02 01:00:00,2.9,84,3.1,210,0,0,0
1997-01-02 02:00:00,3.0,87,3.6,220,0,0,0
1997-01-02 03:00:00,3.3,80,3.6,220,0,0,0
1997-01-02 04:00:00,3.6,77,5.2,210,0,0,0
1997-01-02 05:00:00,4.0,81,4.6,220,0,0,0
1997-01-02 06:00:00,3.5,83,4.6,220,0,0,0
1997-01-02 07:00:00,3.7,82,6.2,230,0,0,0
1997-01-02 08:00:00,4.0,80,5.2,230,3,0,3
1997-01-02 09:00:00,5.0,75,4.6,230,25,0,25
1997-01-02 10:00:00,5.4,71,5.7,240,55,0,55
1997-01-02 11:00:00,6.4,64,3.6,180,95,0,95
1997-01-02 12:00:00,7.7,62,3.6,160,167,0,167
1997-01-02 13:00:00,9.1,74,5.2,160,172,0,172
1997-01-02 14:00:00,9.5,83,3.1,160,155,0,155
1997-01-02 15:00:00,11.1,75,5.7,230,118,0,118
1997-01-02 16:00:00,11.6,73,4.1,230,67,0,67
1997-01-02 17:00:00,10.0,82,3.1,170,14,0,14
1997-01-02 18:00:00,10.1,82,2.6,160,0,0,0
1997-01-02 19:00:00,11.0,79,2.1,180,0,0,0
1997-01-02 20:00:00,9.9,87,0.0,0,0,0,0
1997-01-02 21:00:00,9.8,89,2.6,220,0,0,0
1997-01-02 22:00:00,9.2,93,1.0,200,0,0,0
1997-01-02 23:00:00,9.1,94,2.1,170,0,0,0
1997-01-03 00:00:00,9.5,93,3.1,170,0,0,0
1997-01-03 01:00:00,11.1,90,3.6,200,0,0,0
1997-01-03 02:00:00,11.5,89,3.6,220,0,0,0
1997-01-03 03:00:00,11.5,90,3.6,180,0,0,0
1997-01-03 04:00:00,10.0,93,4.1,180,0,0,0
1997-01-03 05:00:00,9.6,96,3.6,180,0,0,0
1997-01-03 06:00:00,9.5,95,3.6,180,0,0,0
1997-01-03 07:00:00,10.4,95,4.6,210,0,0,0
1997-01-03 08:00:00,10.9,93,3.6,200,4,0,4
1997-01-03 09:00:00,11.6,90,2.1,180,50,0,50
1997-01-03 10:00:00,10.7,93,3.6,160,85,0,85
1997-01-03 11:00:00,11.4,90,3.1,170,120,0,120
1997-01-03 12:00:00,11.6,89,4.1,160,140,0,140
1997-01-03 13:00:00,12.2,87,4.1,160,144,0,144
1997-01-03 14:00:00,14.0,82,3.6,160,131,0,131
1997-01-03 15:00:00,14.2,81,4.1,170,250,304,144
1997-01-03 16:00:00,16.4,75,5.2,230,60,0,60
1997-01-03 17:00:00,18.2,65,5.2,260,14,0,14
1997-01-03 18:00:00,17.9,67,5.2,250,0,0,0
1997-01-03 19:00:00,15.7,76,4.6,240,0,0,0
1997-01-03 20:00:00,15.2,77,3.6,250,0,0,0
1997-01-03 21:00:00,13.6,82,2.6,190,0,0,0
1997-01-03 22:00:00,14.1,82,0.0,0,0,0,0
1997-01-03 23:00:00,13.6,85,2.1,180,0,0,0
1997-01-04 00:00:00,15.1,80,4.1,230,0,0,0
1997-01-04 01:00:00,11.4,90,0.0,0,0,0,0
1997-01-04 02:00:00,11.8,93,0.0,0,0,0,0
1997-01-04 03:00:00,10.1,97,2.1,120,0,0,0
1997-01-04 04:00:00,11.1,95,0.0,0,0,0,0
1997-01-04 05:00:00,11.3,95,2.1,180,0,0,0
1997-01-04 06:00:00,11.1,94,2.1,330,0,0,0
1997-01-04 07:00:00,11.7,95,1.5,330,0,0,0
1997-01-04 08:00:00,11.9,94,0.0,0,4,0,4
1997-01-04 09:00:00,10.8,95,0.0,0,36,0,36
1997-01-04 10:00:00,16.4,77,1.0,210,116,57,98
1997-01-04 11:00:00,16.4,78,0.0,0,281,421,111
1997-01-04 12:00:00,20.4,61,2.1,170,398,639,103
1997-01-04 13:00:00,22.6,50,3.1,170,387,464,167
1997-01-04 14:00:00,21.4,51,4.6,160,408,708,100
1997-01-04 15:00:00,20.8,54,5.2,160,297,602,85
1997-01-04 16:00:00,19.3,59,4.1,170,134,411,41
1997-01-04 17:00:00,18.1,63,4.1,160,36,213,20
1997-01-04 18:00:00,16.4,68,2.1,140,0,0,0
1997-01-04 19:00:00,14.7,80,3.6,40,0,0,0
1997-01-04 20:00:00,12.4,89,3.1,50,0,0,0
1997-01-04 21:00:00,13.1,90,3.6,40,0,0,0
1997-01-04 22:00:00,10.9,94,3.6,50,0,0,0
1997-01-04 23:00:00,10.9,97,3.1,50,0,0,0
1997-01-05 00:00:00,10.2,99,4.1,50,0,0,0
1997-01-05 01:00:00,10.0,100,4.1,40,0,0,0
1997-01-05 02:00:00,10.0,100,4.1,40,0,0,0
1997-01-05 03:00:00,10.1,100,2.6,40,0,0,0
1997-01-05 04:00:00,9.9,100,3.6,50,0,0,0
1997-01-05 05:00:00,9.7,100,3.6,10,0,0,0
1997-01-05 06:00:00,10.8,100,2.6,220,0,0,0
1997-01-05 07:00:00,12.8,100,5.2,180,0,0,0
1997-01-05 08:00:00,12.6,100,4.6,170,6,22,5
1997-01-05 09:00:00,15.3,96,6.2,180,51,0,51
1997-01-05 10:00:00,17.0,94,6.7,180,86,0,86
1997-01-05 11:00:00,14.7,96,6.2,180,121,0,121
1997-01-05 12:00:00,16.0,91,6.7,170,146,85,107
1997-01-05 13:00:00,18.9,74,7.7,230,187,31,172
1997-01-05 14:00:00,21.4,58,5.7,260,402,716,88
1997-01-05 15:00:00,21.5,53,8.2,240,209,98,174
