date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
1976-01-01 01:00:00,3.3,96,6.7,30,0,0,0
1976-01-01 02:00:00,2.2,96,6.7,10,0,0,0
1976-01-01 03:00:00,1.1,96,7.2,360,0,0,0
1976-01-01 04:00:00,1.1,96,6.7,350,0,0,0
1976-01-01 05:00:00,1.7,92,8.2,360,0,0,0
1976-01-01 06:00:00,1.7,96,6.2,360,0,0,0
1976-01-01 07:00:00,2.2,92,7.2,350,0,0,0
1976-01-01 08:00:00,2.2,92,5.7,330,17,42,13
1976-01-01 09:00:00,2.2,89,8.2,340,113,494,32
1976-01-01 10:00:00,2.2,85,8.8,340,233,544,69
1976-01-01 11:00:00,2.8,76,7.2,350,377,807,54
1976-01-01 12:00:00,3.3,67,6.7,10,431,825,55
1976-01-01 13:00:00,4.4,65,6.2,360,460,867,58
1976-01-01 14:00:00,5.0,62,7.2,360,399,816,54
1976-01-01 15:00:00,5.0,62,6.7,320,307,773,46
1976-01-01 16:00:00,4.4,68,7.7,340,169,635,35
1976-01-01 17:00:00,2.8,70,5.2,340,41,252,18
1976-01-01 18:00:00,2.2,70,5.2,340,0,0,0
1976-01-01 19:00:00,1.1,73,3.1,340,0,0,0
1976-01-01 20:00:00,1.1,73,4.1,350,0,0,0
1976-01-01 21:00:00,-0.6,75,2.6,280,0,0,0
1976-01-01 22:00:00,-1.1,78,3.1,280,0,0,0
1976-01-01 23:00:00,-2.2,82,2.6,250,0,0,0
1976-01-02 00:00:00,-2.8,81,3.6,270,0,0,0
1976-01-02 01:00:00,-2.2,85,2.6,300,0,0,0
1976-01-02 02:00:00,-2.2,82,2.6,310,0,0,0
1976-01-02 03:00:00,-2.8,85,2.1,340,0,0,0
1976-01-02 04:00:00,-3.9,85,2.1,290,0,0,0
1976-01-02 05:00:00,-3.9,85,2.1,40,0,0,0
1976-01-02 06:00:00,-2.8,78,3.6,60,0,0,0
1976-01-02 07:00:00,-3.3,72,2.1,60,0,0,0
1976-01-02 08:00:00,-3.9,72,0.0,0,19,71,13
1976-01-02 09:00:00,-2.2,72,2.6,70,109,446,36
1976-01-02 10:00:00,-1.7,63,1.5,60,229,556,62
1976-01-02 11:00:00,-1.7,63,2.6,100,174,23,164
1976-01-02 12:00:00,-1.1,64,2.6,150,151,6,148
1976-01-02 13:00:00,-0.6,61,2.1,120,208,5,206
1976-01-02 14:00:00,0.0,59,2.6,110,204,7,201
1976-01-02 15:00:00,0.0,61,2.1,120,170,6,168
1976-01-02 16:00:00,0.0,61,3.6,130,77,2,77
1976-01-02 17:00:00,0.0,61,3.1,130,24,2,24
1976-01-02 18:00:00,0.0,64,2.6,100,0,0,0
1976-01-02 19:00:00,-0.6,66,3.1,120,0,0,0
1976-01-02 20:00:00,-1.7,72,3.1,130,0,0,0
