date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2005-01-01 01:00:00,11.0,76,2.1,210,0,0,0
2005-01-01 02:00:00,11.0,76,2.1,220,0,0,0
2005-01-01 03:00:00,11.0,82,2.6,240,0,0,0
2005-01-01 04:00:00,11.0,82,2.6,250,0,0,0
2005-01-01 05:00:00,10.0,87,1.5,200,0,0,0
2005-01-01 06:00:00,9.0,87,0.0,0,0,0,0
2005-01-01 07:00:00,9.0,93,0.0,0,0,0,0
2005-01-01 08:00:00,10.0,87,1.5,200,0,0,0
2005-01-01 09:00:00,12.0,88,3.1,220,40,0,40
2005-01-01 10:00:00,13.0,82,2.1,240,128,19,123
2005-01-01 11:00:00,15.0,77,0.0,0,169,18,162
2005-01-01 12:00:00,17.0,68,1.5,250,254,79,218
2005-01-01 13:00:00,18.0,59,4.6,280,281,108,231
2005-01-01 14:00:00,18.0,59,4.1,280,311,303,180
2005-01-01 15:00:00,18.0,56,5.1,310,224,199,154
2005-01-01 16:00:00,17.0,55,3.6,270,176,432,77
2005-01-01 17:00:00,16.0,59,2.6,260,39,240,20
2005-01-01 18:00:00,13.0,67,1.5,260,0,0,0
2005-01-01 19:00:00,12.0,71,2.1,300,0,0,0
2005-01-01 20:00:00,10.0,82,0.0,0,0,0,0
2005-01-01 21:00:00,7.0,93,0.0,0,0,0,0
2005-01-01 22:00:00,6.0,93,1.5,130,0,0,0
2005-01-01 23:00:00,6.0,93,0.0,0,0,0,0
2005-01-02 00:00:00,6.0,93,0.0,0,0,0,0
2005-01-02 01:00:00,5.0,100,1.5,330,0,0,0
2005-01-02 02:00:00,3.0,100,0.0,0,0,0,0
2005-01-02 03:00:00,6.0,93,1.5,30,0,0,0
2005-01-02 04:00:00,5.0,87,1.5,10,0,0,0
2005-01-02 05:00:00,5.0,87,1.5,60,0,0,0
2005-01-02 06:00:00,6.0,75,2.1,80,0,0,0
2005-01-02 07:00:00,6.0,70,2.1,80,0,0,0
2005-01-02 08:00:00,5.0,70,1.5,80,0,0,0
2005-01-02 09:00:00,6.0,65,2.6,80,109,284,67
2005-01-02 10:00:00,6.0,70,4.1,100,206,335,110
2005-01-02 11:00:00,7.0,66,3.1,90,266,215,182
2005-01-02 12:00:00,8.0,66,2.6,110,186,18,178
2005-01-02 13:00:00,7.0,76,2.6,120,191,12,186
2005-01-02 14:00:00,8.0,71,2.6,110,179,18,171
2005-01-02 15:00:00,8.0,76,1.5,100,235,228,155
2005-01-02 16:00:00,8.0,81,2.1,110,118,90,97
2005-01-02 17:00:00,7.0,87,0.0,0,27,37,24
2005-01-02 18:00:00,6.0,81,0.0,0,0,0,0
2005-01-02 19:00:00,6.0,87,0.0,0,0,0,0
2005-01-02 20:00:00,6.0,87,0.0,0,0,0,0
2005-01-02 21:00:00,5.0,87,0.0,0,0,0,0
2005-01-02 22:00:00,3.0,100,0.0,0,0,0,0
2005-01-02 23:00:00,6.0,93,0.0,0,0,0,0
2005-01-03 00:00:00,5.0,93,0.0,0,0,0,0
2005-01-03 01:00:00,5.0,93,0.0,0,0,0,0
2005-01-03 02:00:00,5.0,100,0.0,0,0,0,0
2005-01-03 03:00:00,9.0,93,3.1,220,0,0,0
2005-01-03 04:00:00,11.0,87,3.1,220,0,0,0
2005-01-03 05:00:00,11.0,87,3.1,230,0,0,0
2005-01-03 06:00:00,11.0,94,2.6,230,0,0,0
2005-01-03 07:00:00,10.0,93,1.5,200,0,0,0
2005-01-03 08:00:00,11.0,94,2.1,190,0,0,0
