date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2001-01-01 01:00:00,-1.0,39,3.6,260,0,0,0
2001-01-01 02:00:00,-3.0,50,4.1,270,0,0,0
2001-01-01 03:00:00,-4.0,50,3.6,240,0,0,0
2001-01-01 04:00:00,-4.0,59,3.1,240,0,0,0
2001-01-01 05:00:00,-4.0,65,3.6,250,0,0,0
2001-01-01 06:00:00,-4.0,65,3.6,270,0,0,0
2001-01-01 07:00:00,-3.0,60,4.1,290,0,0,0
2001-01-01 08:00:00,-8.0,98,2.6,260,5,102,3
2001-01-01 09:00:00,-1.0,60,3.1,260,148,365,81
2001-01-01 10:00:00,-1.0,60,4.1,280,256,432,118
2001-01-01 11:00:00,1.0,47,5.1,300,405,714,105
2001-01-01 12:00:00,2.0,44,6.7,320,480,773,115
2001-01-01 13:00:00,2.0,40,3.6,320,452,629,152
2001-01-01 14:00:00,2.0,44,4.1,310,309,273,191
2001-01-01 15:00:00,2.0,40,3.6,330,233,274,139
2001-01-01 16:00:00,2.0,44,4.1,290,105,111,81
2001-01-01 17:00:00,1.0,43,3.6,350,26,141,18
2001-01-01 18:00:00,0.0,46,3.1,270,0,0,0
2001-01-01 19:00:00,-1.0,55,2.1,300,0,0,0
2001-01-01 20:00:00,-2.0,60,2.6,310,0,0,0
2001-01-01 21:00:00,-1.0,55,3.1,320,0,0,0
2001-01-01 22:00:00,0.0,51,2.6,300,0,0,0
2001-01-01 23:00:00,-1.0,55,3.1,290,0,0,0
2001-01-02 00:00:00,-1.0,55,4.1,340,0,0,0
2001-01-02 01:00:00,-1.0,55,3.1,300,0,0,0
2001-01-02 02:00:00,-1.0,55,3.4,320,0,0,0
2001-01-02 03:00:00,-1.0,55,3.6,330,0,0,0
2001-01-02 04:00:00,-1.0,60,3.1,320,0,0,0
2001-01-02 05:00:00,-1.0,55,3.1,340,0,0,0
2001-01-02 06:00:00,-1.0,55,3.1,310,0,0,0
2001-01-02 07:00:00,-2.0,55,3.6,310,0,0,0
2001-01-02 08:00:00,-1.0,55,4.6,280,5,138,2
2001-01-02 09:00:00,-6.0,77,5.1,310,148,496,57
2001-01-02 10:00:00,1.0,86,6.2,310,291,670,76
2001-01-02 11:00:00,1.0,36,6.7,310,418,751,102
2001-01-02 12:00:00,0.0,36,6.7,290,418,489,187
2001-01-02 13:00:00,-1.0,42,7.7,310,113,0,113
2001-01-02 14:00:00,-1.0,39,9.3,320,424,581,171
2001-01-02 15:00:00,0.0,43,6.7,320,190,111,151
2001-01-02 16:00:00,-1.0,39,7.7,330,177,440,82
2001-01-02 17:00:00,-1.0,42,7.2,330,27,243,13
2001-01-02 18:00:00,-2.0,46,5.1,330,0,0,0
2001-01-02 19:00:00,-3.0,50,5.1,320,0,0,0
2001-01-02 20:00:00,-3.0,50,5.1,340,0,0,0
2001-01-02 21:00:00,-4.0,50,3.1,320,0,0,0
2001-01-02 22:00:00,-4.0,50,4.1,330,0,0,0
2001-01-02 23:00:00,-6.0,49,2.1,330,0,0,0
2001-01-03 00:00:00,-6.0,59,2.1,330,0,0,0
2001-01-03 01:00:00,-9.0,64,0.0,0,0,0,0
2001-01-03 02:00:00,-11.0,70,0.0,0,0,0,0
2001-01-03 03:00:00,-10.0,76,0.0,0,0,0,0
2001-01-03 04:00:00,-10.0,70,0.0,0,0,0,0
2001-01-03 05:00:00,-9.0,77,1.5,300,0,0,0
2001-01-03 06:00:00,-10.0,76,2.1,310,0,0,0
2001-01-03 07:00:00,-7.0,64,2.6,280,0,0,0
2001-01-03 08:00:00,-6.0,64,3.1,290,6,155,2
2001-01-03 09:00:00,-4.0,59,3.6,290,157,558,54
2001-01-03 10:00:00,-2.0,50,5.1,290,312,739,74
2001-01-03 11:00:00,-1.0,39,5.1,320,411,769,88
2001-01-03 12:00:00,0.0,43,5.1,340,449,730,103
2001-01-03 13:00:00,1.0,40,3.1,260,464,766,96
