date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
1985-01-01 01:00:00,6.7,96,3.1,80,0,0,0
1985-01-01 02:00:00,6.7,96,2.6,80,0,0,0
1985-01-01 03:00:00,6.7,96,2.6,90,0,0,0
1985-01-01 04:00:00,6.7,96,2.6,120,0,0,0
1985-01-01 05:00:00,6.7,100,3.6,120,0,0,0
1985-01-01 06:00:00,6.7,100,2.6,80,0,0,0
1985-01-01 07:00:00,7.2,96,3.1,120,0,0,0
1985-01-01 08:00:00,7.8,96,4.6,160,10,0,10
1985-01-01 09:00:00,7.8,100,5.2,160,40,1,40
1985-01-01 10:00:00,7.8,100,4.6,180,86,1,86
1985-01-01 11:00:00,7.8,100,4.6,180,118,2,117
1985-01-01 12:00:00,8.3,100,5.7,180,132,1,132
1985-01-01 13:00:00,8.9,100,4.6,180,132,0,132
1985-01-01 14:00:00,9.4,100,5.2,180,115,1,114
1985-01-01 15:00:00,11.1,96,3.1,180,83,1,83
1985-01-01 16:00:00,14.4,97,7.2,210,76,1,76
1985-01-01 17:00:00,15.0,97,7.7,210,20,0,20
1985-01-01 18:00:00,14.4,93,6.2,200,0,0,0
1985-01-01 19:00:00,13.3,97,2.1,180,0,0,0
1985-01-01 20:00:00,10.6,100,3.1,180,0,0,0
1985-01-01 21:00:00,10.6,96,0.0,0,0,0,0
1985-01-01 22:00:00,10.0,96,0.0,0,0,0,0
1985-01-01 23:00:00,9.4,96,2.6,250,0,0,0
1985-01-02 00:00:00,10.0,100,1.5,260,0,0,0
1985-01-02 01:00:00,11.7,100,0.0,0,0,0,0
1985-01-02 02:00:00,10.6,96,0.0,0,0,0,0
1985-01-02 03:00:00,11.7,96,2.6,270,0,0,0
1985-01-02 04:00:00,12.2,96,2.1,190,0,0,0
1985-01-02 05:00:00,13.3,97,3.1,310,0,0,0
1985-01-02 06:00:00,12.2,96,2.1,260,0,0,0
1985-01-02 07:00:00,12.8,90,3.6,340,0,0,0
1985-01-02 08:00:00,11.7,83,5.2,300,13,0,13
1985-01-02 09:00:00,10.6,86,4.1,310,42,1,42
1985-01-02 10:00:00,9.4,93,5.2,320,75,1,75
1985-01-02 11:00:00,8.9,93,5.2,360,110,1,109
1985-01-02 12:00:00,8.3,93,4.6,300,132,1,132
1985-01-02 13:00:00,8.3,89,5.2,330,124,0,124
1985-01-02 14:00:00,7.8,89,5.2,320,179,1,179
1985-01-02 15:00:00,7.2,89,5.2,340,85,0,85
1985-01-02 16:00:00,7.2,86,5.2,350,75,1,75
1985-01-02 17:00:00,7.2,83,4.1,320,21,0,21
1985-01-02 18:00:00,6.7,83,4.6,330,0,0,0
1985-01-02 19:00:00,6.1,80,4.1,360,0,0,0
1985-01-02 20:00:00,5.6,76,6.2,360,0,0,0
1985-01-02 21:00:00,5.0,73,6.7,330,0,0,0
1985-01-02 22:00:00,4.4,73,6.2,360,0,0,0
1985-01-02 23:00:00,3.9,73,5.7,340,0,0,0
1985-01-03 00:00:00,3.3,70,5.2,360,0,0,0
1985-01-03 01:00:00,2.8,70,4.6,10,0,0,0
1985-01-03 02:00:00,2.2,73,3.6,360,0,0,0
1985-01-03 03:00:00,1.7,67,8.2,10,0,0,0
1985-01-03 04:00:00,1.1,64,5.7,360,0,0,0
