HINCP,VEH,NP,PUMA,WGTP
60000,1,1,00503,105
132620,1,1,00501,33
115800,2,2,00601,87
91300,2,3,00301,87
193600,4,4,01105,66
147330,1,2,00301,51
78000,2,2,01001,81
254800,3,4,01004,267
126000,0,3,00100,36
129000,1,1,00504,40
638000,2,2,00501,37
128030,1,2,01003,56
84000,1,1,01600,131
136600,2,2,00400,61
115000,2,3,00200,76
162000,2,2,01600,158
4200,2,3,00507,107
49600,2,2,01300,37
26130,1,1,00902,120
135000,1,1,00902,97
110100,2,2,00400,49
115000,2,4,01107,220
188400,3,4,01105,59
111690,2,2,00301,20
61000,1,1,00801,310
91700,1,3,01004,163
21400,1,1,01107,76
90000,2,3,00801,116
357000,3,2,00200,170
6300,1,1,01001,59
190000,2,2,00805,67
241000,2,2,00804,54
12050,2,1,00504,56
156000,1,1,01105,65
138000,2,3,00504,54
134800,3,2,00700,156
104000,2,3,01106,135
313600,2,2,00501,87
73000,2,1,01500,277
187100,3,2,00301,30
82500,2,3,01102,48
50400,1,1,01500,96
221790,5,5,00601,38
876000,3,3,01300,74
85000,2,5,01102,34
313000,2,7,01102,62
4500,0,1,00805,63
75300,3,2,00506,66
200500,1,2,01300,63
25000,2,1,01500,175
254000,2,2,00804,93
15600,1,2,01002,107
233000,2,2,00400,66
71000,2,2,00803,158
135000,1,1,00400,60
67000,2,2,00504,791
47000,2,4,00100,108
24600,0,1,00602,39
140000,2,2,00803,132
132000,2,9,01101,118
148200,2,2,00503,33
42000,2,2,00503,50
18000,2,1,00100,148
132200,4,7,01107,108
140600,2,5,01004,88
36600,2,2,00804,57
42000,1,3,00602,125
30040,1,1,01003,118
44900,2,4,01600,109
60800,0,2,01106,109
126620,2,2,00301,17
76500,3,4,01400,96
106000,1,2,00802,44
56000,2,2,01004,60
38000,2,2,01300,93
220000,2,6,01001,83
345000,3,5,00301,70
150000,2,4,01203,241
3250,2,2,00504,58
45200,4,2,01400,116
98600,3,2,00503,87
268600,3,5,00902,110
30200,0,2,01101,226
8000,1,1,01203,54
140040,2,1,01107,25
207000,2,4,01500,180
126500,3,2,01104,118
98000,2,2,01007,27
56000,1,2,00902,125
48000,1,2,01003,45
25600,2,2,01004,78
25000,1,1,00803,237
171000,2,2,00601,31
63100,4,2,00506,39
330000,2,4,01005,60
78300,2,2,01203,30
57700,2,2,00100,18
25000,3,2,00302,89
61600,0,1,01104,60
109500,1,2,01007,94
58000,2,2,00301,70
38600,1,1,00803,151
153000,1,4,01004,52
74000,2,4,01300,116
50000,3,2,00700,192
28200,2,1,01203,84
93150,2,2,01007,65
50000,1,1,01107,414
72000,2,2,01201,62
11500,0,1,01004,65
302000,2,2,01007,71
150000,1,3,01105,55
116300,1,2,01104,51
47900,2,2,00100,31
115200,2,1,00901,95
45000,1,3,01400,68
76000,0,1,01103,69
68000,2,1,01104,71
217000,2,2,00505,114
80410,1,11,01202,278
416600,3,3,00902,71
94200,2,2,01400,51
25300,0,4,01104,90
18600,1,1,01005,89
247000,2,3,00302,59
205600,2,4,00200,40
345000,3,9,00802,49
83500,1,4,00100,64
64000,1,1,00504,75
101000,2,2,00601,92
156900,2,2,01101,67
92300,2,2,00200,19
41500,0,1,01203,112
243500,2,2,01007,101
138900,2,4,00301,9
157430,3,4,00301,63
237400,2,2,00901,82
80000,3,2,00503,57
80000,2,2,00801,150
180000,3,3,01600,68
36000,2,2,00602,120
217100,4,3,00302,31
46000,1,1,01007,60
36000,1,1,00200,53
19500,1,1,01101,184
1400,0,1,00502,44
101900,2,2,01004,59
121000,2,4,01300,49
218080,2,3,01005,98
128000,2,3,01105,53
64300,2,6,00506,86
212000,4,4,01600,331
116800,6,3,01600,74
9500,0,4,00804,181
155000,1,2,00801,45
6100,1,1,01400,77
90000,3,3,00301,30
5100,2,1,00301,69
252000,2,3,01500,122
4300,1,1,01400,54
143770,3,3,01101,33
100000,2,2,01107,237
480000,2,4,00804,33
270400,2,4,00804,39
116000,3,3,01600,154
16000,1,1,00301,24
70000,1,4,01103,120
41500,2,2,01106,86
157400,3,8,01006,152
82760,1,1,01001,62
91000,1,1,01003,55
50000,2,1,00400,42
32000,0,1,01101,296
34600,1,1,00200,53
68800,1,3,00502,134
90000,2,3,01104,34
51600,1,2,00804,37
703000,3,2,01102,67
121000,1,2,01007,80
55200,3,4,00200,297
130000,4,4,01005,49
95000,1,1,01102,154
139000,2,2,01300,104
77500,3,2,01203,88
148300,2,2,00602,64
94500,3,2,00100,35
158000,2,4,00505,80
364600,1,4,01005,69
34000,0,1,01107,215
36000,2,2,00100,304
159140,4,6,01103,38
10500,2,3,01003,51
29000,2,2,01400,144
246000,3,5,00501,54
120000,1,2,01003,92
88260,4,8,00502,88
120000,2,1,00301,68
75000,0,1,00805,85
111800,2,2,01300,48
41000,1,1,01103,58
66500,2,6,01005,253
160500,1,1,01004,16
160420,5,4,00400,150
135000,2,4,01006,52
178000,2,6,01006,83
157500,2,4,01104,94
120250,2,3,00902,130
18300,1,3,01300,155
228000,3,2,01004,94
55000,1,1,00805,148
166000,2,4,00501,97
185000,2,2,01003,52
878000,2,4,01004,270
115000,1,1,01107,115
96300,1,1,00902,97
428000,0,1,00100,15
103000,4,4,01005,58
60000,1,2,00501,77
31800,2,1,00505,21
144000,2,3,01002,140
8900,1,1,00700,52
130000,3,2,01500,90
195000,3,2,01102,127
51000,2,2,00901,140
91000,2,2,00200,119
100190,2,2,01005,46
107540,1,1,01003,64
42000,1,1,00803,60
115300,2,3,01600,74
70800,2,2,00803,66
39000,0,1,01103,45
40000,1,2,00501,46
51000,1,2,01004,66
25000,1,1,00502,85
598000,2,4,01004,129
220000,2,5,01203,101
140000,2,4,00602,73
49300,1,2,00506,69
152000,3,2,01004,100
49000,2,2,01102,94
41850,1,1,00801,75
59900,2,2,01400,88
480000,2,2,00801,79
428000,2,2,01004,56
175000,2,2,01300,63
658000,2,3,01003,55
193000,2,2,01006,48
15000,2,1,00200,45
58000,1,1,01300,44
130000,3,2,01300,75
60000,1,8,01101,43
48200,1,1,00805,52
32000,1,1,01004,69
86800,3,3,01400,75
199500,2,2,00302,126
133200,2,4,00803,50
25000,2,5,00400,462
89000,2,5,01005,46
178000,1,4,00803,28
23000,2,1,00507,182
1500,1,1,00100,10
173500,5,3,00601,92
19200,1,2,00805,74
111130,1,3,00502,117
243500,3,3,01007,51
35000,2,2,01001,97
205000,2,5,01005,91
685000,3,4,01004,57
10200,0,1,00100,210
72000,1,1,01001,52
10160,1,1,00802,94
114500,3,3,00200,63
70350,2,1,01300,62
130000,3,3,01202,175
220200,2,6,00507,54
7900,0,1,00100,74
182400,3,2,01002,63
219100,3,2,00901,377
128000,2,2,00503,49
203260,2,4,01001,51
131500,2,5,01201,103
190000,2,4,01201,61
166700,1,2,01202,56
39400,3,3,00804,59
73000,1,2,01101,42
119000,1,3,01103,191
67900,3,4,01107,81
310000,2,6,01007,59
303600,2,2,01102,50
360000,2,4,00805,71
240000,2,4,01004,47
100000,1,1,01107,599
136930,1,2,01102,61
305000,2,2,01600,116
45000,2,2,01105,205
96900,2,4,00200,66
1600,3,5,01102,225
60000,2,5,01101,126
23500,1,1,01006,103
20000,0,6,01500,96
153800,2,4,01300,33
50800,3,5,01103,59
140000,2,2,00804,48
52000,1,1,00802,73
40000,1,1,00601,45
14000,1,1,01202,102
50300,3,5,00503,55
168000,3,5,00400,69
5420,2,2,00803,45
145000,1,1,01104,52
64000,3,5,00302,56
36700,2,2,00100,14
53600,1,2,01003,67
174000,3,7,01600,185
172500,2,5,00302,28
240200,2,2,00200,55
10400,1,1,01004,53
5400,1,1,00501,34
126500,2,2,01400,33
64000,4,2,00601,35
82600,2,2,00504,375
18100,1,1,00400,111
90000,2,2,01400,79
66000,2,1,00506,37
111900,2,4,01005,153
603600,2,5,01001,55
203500,2,2,01300,32
15600,1,1,01104,61
64000,3,2,01203,297
266100,2,4,01004,52
84500,2,3,01107,130
48700,2,2,01300,41
156000,2,2,00505,80
423000,4,4,01003,50
52000,0,2,01104,186
204380,2,2,01004,42
168000,1,2,00700,154
69360,1,3,00804,55
82010,2,2,01101,91
18000,1,1,00803,189
56000,2,2,00100,34
130000,2,3,00802,80
129000,2,5,01600,54
93000,1,1,00400,123
28800,1,4,00805,61
59800,3,2,01104,73
35000,1,1,00602,87
148000,2,3,00302,95
86250,2,1,00100,153
68900,1,3,01103,80
117100,2,3,01102,63
145000,2,4,00400,73
286000,2,2,01105,51
277800,3,2,00302,41
59600,2,2,00801,80
14000,0,1,00100,38
75600,3,2,01300,11
1400,1,1,00400,102
462800,2,2,01204,123
10000,2,2,01102,54
470000,2,2,01004,41
109500,3,3,01201,129
36800,3,2,01004,94
43120,0,1,00501,59
61000,1,1,00302,158
55000,2,1,00804,769
27600,1,1,00506,264
209000,2,2,00803,53
410000,3,2,01004,52
103700,1,2,01001,84
171400,2,2,01002,69
69000,3,3,00700,156
75000,2,2,00805,34
189520,4,4,00601,147
35500,1,4,00302,189
65150,1,1,00804,105
120000,2,1,01004,84
19000,1,1,00503,47
24000,2,3,01002,87
109400,3,3,00700,69
141000,2,2,00200,83
48000,1,1,01203,46
119400,2,3,00504,37
10700,0,1,01003,268
678000,2,3,01004,58
139000,2,2,00700,68
1670000,2,2,01004,56
129200,3,3,00100,86
435000,1,3,00504,204
202100,5,8,01005,31
52340,2,2,01101,24
128900,1,3,01107,158
137000,2,4,01105,70
21000,1,2,00804,84
45000,3,2,01102,37
130000,1,1,01004,99
222800,3,3,01600,115
320000,2,2,00100,180
72000,1,1,00507,101
20000,1,2,00801,170
68000,2,3,01103,45
185000,2,3,01005,43
13000,1,1,00504,97
98400,2,2,00504,82
82800,2,7,00801,100
90000,0,2,00802,85
46900,0,1,01300,110
53600,1,2,01400,25
59900,2,2,01300,23
391000,4,4,01106,85
8700,0,1,00802,140
188100,5,4,01300,59
185840,1,4,00502,84
139700,3,3,01002,72
6000,1,1,00507,108
87300,2,2,01102,67
32900,1,2,00200,72
26400,2,2,01202,55
128000,1,2,01106,163
252500,2,2,01204,88
180000,1,2,01201,75
218600,2,4,01004,108
198900,3,4,00601,32
155000,4,4,00301,73
280000,4,4,00805,40
214100,2,2,00302,50
119520,3,4,00301,87
100020,2,2,00302,79
111000,0,4,01006,90
80800,3,5,00506,106
187800,1,1,00505,46
163400,3,3,00507,85
153000,2,4,01500,111
222000,3,5,01104,218
54800,3,7,00803,93
167400,4,4,00200,270
180000,3,3,00700,47
263000,5,2,01105,119
44500,1,2,00503,57
59800,3,4,00400,55
302500,3,3,01106,198
60000,1,1,01102,264
100400,2,3,01101,107
70000,1,2,01202,55
100000,3,6,01107,283
434800,2,4,00504,70
83600,2,2,01300,48
186000,3,5,01105,56
7200,0,1,00507,139
39600,1,1,01106,80
50000,0,3,00100,91
27000,1,1,00602,63
180000,2,3,00302,59
285000,2,4,01103,66
91600,2,2,00502,113
191800,2,6,01104,71
34700,1,1,01103,34
113900,2,2,01300,186
1200,1,1,01007,107
197630,1,1,01103,30
86300,2,3,00804,134
135000,2,2,01005,42
187000,2,2,01500,150
15600,1,2,01003,50
131000,3,3,00502,266
150000,2,2,01300,38
271000,5,3,00602,55
207600,2,5,01102,139
291000,2,4,01004,53
74000,0,4,00505,136
290000,2,2,01004,49
95810,2,2,00504,111
381000,3,4,01005,55
210000,2,3,01101,77
8400,2,1,00504,61
14000,1,3,01005,235
127300,1,2,01004,52
27000,0,1,01202,14
41250,1,2,00902,45
80900,2,3,01201,89
175000,2,2,00805,34
280030,2,3,01202,57
20000,1,3,00802,253
79800,0,1,01103,44
93100,1,2,01102,91
193000,2,2,01500,64
90000,1,1,00504,61
143000,2,2,00804,51
49000,1,1,00804,88
45000,1,1,00804,135
32400,3,5,01005,43
145000,2,2,01106,58
149450,3,3,01005,49
10340,1,3,00503,516
32000,2,2,01004,97
175000,4,4,01500,133
19400,1,3,00200,199
40260,2,3,01300,19
85500,2,3,01005,73
244900,2,2,00400,92
24000,1,1,00504,102
344000,3,4,01500,80
23900,2,3,00200,67
12000,1,1,01102,57
96700,5,5,01600,111
171000,2,3,00507,103
167700,2,2,00507,169
32000,1,1,00504,334
113000,0,4,01003,84
39000,1,4,01104,154
43000,2,2,00301,56
224020,5,5,00400,128
135000,4,2,00502,51
93000,2,2,00802,158
169500,4,3,01105,449
608600,4,4,01300,151
66200,1,1,00901,123
10000,0,1,00803,130
630500,3,2,00302,55
73000,2,2,01400,74
60000,1,1,01007,70
37000,2,3,01107,94
54000,1,1,00503,159
80000,1,2,01107,59
100000,1,1,01001,41
235400,2,2,00507,130
35000,1,2,01003,66
46000,3,2,00301,60
122900,3,2,01105,46
482100,4,5,00501,93
62020,1,1,00902,51
150000,1,1,00804,455
182100,2,2,01203,51
155000,3,2,00505,116
415000,2,3,01005,45
66300,0,2,01006,72
16800,1,1,00503,107
89400,1,2,01007,29
100000,3,2,00400,66
82000,2,1,00901,255
228000,2,3,00901,99
175800,2,2,01006,61
120000,5,3,00200,65
268300,2,3,01105,67
209000,2,2,01201,65
219600,1,3,01003,43
245000,3,3,01201,61
25400,1,4,01300,111
229600,2,2,00901,108
262500,3,3,00804,42
50000,1,1,00602,77
150400,1,1,00301,65
39300,3,4,00700,214
106000,2,1,01500,79
186000,1,5,01007,47
41600,1,1,01106,77
56700,1,1,01007,217
161000,2,4,01006,60
45500,1,2,00506,65
17200,0,1,00802,34
187000,5,3,00506,62
260000,2,3,00301,119
17000,0,1,00100,126
38000,1,1,01204,61
88000,1,2,00801,172
101000,1,1,01105,55
436080,2,2,01004,20
52000,2,1,01400,148
168000,3,4,00302,101
100000,2,1,01106,67
58400,2,5,00700,79
468000,1,2,01004,55
200000,3,3,01204,342
129250,1,2,01007,89
456000,2,2,00400,88
6200,0,1,00502,96
49000,1,1,00601,35
169380,2,2,01004,50
772000,6,4,00901,155
31600,2,2,00506,33
12000,0,1,01004,122
95000,2,3,00602,94
198000,2,2,00507,107
116800,2,2,01006,140
123200,1,6,01007,66
40000,2,1,00503,391
34000,2,2,01001,98
111000,3,3,00602,184
44800,1,3,00803,34
616000,2,3,00507,139
175000,2,3,00901,56
143000,3,2,01400,42
91000,2,3,01201,98
93200,2,2,00902,62
46600,1,1,01106,103
39600,0,1,00804,26
41300,3,3,00803,80
30000,1,1,01005,103
184000,2,5,01003,48
345000,2,3,01500,58
65300,2,2,01500,101
89600,2,2,00503,49
42200,2,3,01300,11
345000,2,5,01004,103
52000,0,3,00805,91
37000,3,1,00505,36
200000,2,2,01002,212
82500,2,2,01203,189
24000,0,1,00602,47
179000,2,6,01002,70
224000,3,2,00200,39
117000,1,1,00802,92
124500,1,1,01102,75
37800,0,1,00506,166
106000,2,3,00502,214
611170,3,3,01002,61
50600,1,2,00506,80
190000,4,4,01106,52
110000,2,1,00602,100
174600,3,3,01201,143
211000,3,3,01600,99
279800,1,1,01004,38
251600,1,1,01300,146
127700,3,4,01201,23
62300,1,1,01102,81
90000,1,1,00902,96
304000,2,3,01105,15
587000,2,2,00802,319
841000,4,7,01300,74
8990,1,1,01105,55
237600,2,4,00902,72
48000,1,1,00100,38
54100,1,1,01005,60
61000,2,1,00801,65
76780,2,2,00100,55
120000,1,1,01007,100
92020,2,3,00503,70
34500,1,1,00301,53
126300,1,5,01007,134
36400,1,6,00507,297
30000,2,1,01104,158
275000,2,4,01001,93
44500,2,2,00503,37
205000,2,4,00601,45
135000,4,8,00803,148
48200,1,3,00700,105
21000,1,2,00503,355
34900,1,1,00804,33
10000,0,1,00802,110
173000,3,2,00502,109
44300,0,5,00501,107
23000,1,3,01300,95
90600,1,1,01201,86
172000,1,1,00302,45
44900,2,2,01400,17
111600,2,2,01002,83
216000,1,4,00503,302
650000,2,2,01004,44
72400,2,2,01204,53
42600,0,1,00503,33
115100,2,2,01003,57
80000,1,1,00502,43
138000,4,4,01300,64
157500,2,8,01300,66
10200,1,2,00502,297
97900,2,2,00602,125
150000,2,2,00802,55
52000,1,1,00700,43
4,1,1,01500,379
72600,1,2,00301,94
40800,0,1,01001,117
105400,1,2,00805,100
185500,2,2,01103,34
200000,2,2,00501,68
550000,2,2,01001,99
33000,2,3,01500,48
16500,1,1,00505,54
27200,1,1,01300,41
165000,3,3,01102,111
55000,1,1,00804,96
8300,1,1,00700,22
460800,0,6,01102,63
45000,0,1,00503,257
80000,1,2,00804,25
35400,1,2,01201,84
212000,2,2,01003,46
40000,4,1,01400,31
18000,2,4,00602,41
86000,1,3,00801,154
144150,2,5,01005,29
25400,5,3,01201,50
2100,1,2,00503,100
26800,1,1,01003,319
165130,2,2,00700,51
112000,2,2,00302,55
120000,2,2,01106,58
215000,4,2,01300,50
150100,2,2,01004,59
10000,1,1,00700,142
178300,2,3,00802,38
55070,2,2,00200,85
27500,2,2,01300,67
88740,2,2,00601,52
185050,2,1,01004,105
135000,3,2,01104,104
71000,1,1,01004,111
180350,3,5,00302,73
42500,1,1,00504,60
33500,1,1,01400,56
1296000,6,4,01300,27
15600,2,1,00100,37
28000,1,1,00506,121
74000,1,2,00200,109
33000,1,1,01204,92
28000,0,5,00200,154
4600,0,5,01107,127
43000,1,2,01400,39
67000,3,2,01500,102
165300,2,2,01300,91
83000,2,2,01500,43
4000,0,1,01500,73
14060,1,1,00100,46
107000,2,2,01107,78
54200,1,1,01400,102
67600,0,1,00503,48
285100,2,2,01001,96
90100,2,6,01201,118
14200,1,2,00902,57
55000,1,1,00805,40
89000,2,2,01003,71
151700,3,5,01003,46
85000,4,2,01004,23
16200,0,1,00507,56
60800,3,2,01106,76
490,1,3,00804,258
114000,2,2,01201,130
22000,4,1,01300,50
11500,2,2,00301,47
41600,2,3,00100,71
100000,1,1,01204,60
156660,2,4,01203,163
170000,2,2,01400,125
241000,3,4,01004,82
147000,0,2,01300,105
32000,3,2,01300,69
186400,2,3,01201,106
40700,2,2,01500,161
236000,1,1,00507,133
151300,2,2,00902,113
130600,2,2,00805,42
159000,1,2,00803,254
260000,3,3,00400,65
185000,6,5,00301,52
276000,3,2,00400,56
140100,2,6,01105,40
14500,0,1,01400,275
75000,1,1,01002,312
167000,2,2,01001,47
336000,2,2,00902,37
157000,2,3,01102,225
317700,2,2,01300,36
67600,1,2,00200,51
213000,2,3,00902,58
239000,2,6,01105,130
104000,4,3,00200,100
110100,1,3,00506,78
46000,1,2,00505,82
269000,1,1,01201,145
43100,1,1,01103,187
32000,0,1,00804,392
88000,1,3,00700,51
196000,3,4,01105,64
377300,5,4,01005,62
188000,1,2,00901,97
102900,4,5,00601,60
39100,1,2,00302,68
128420,1,3,00802,93
118000,2,3,01201,70
61000,2,4,01001,79
156700,4,3,00302,57
168080,2,2,01107,57
139500,2,1,00501,113
56860,1,1,00507,86
104000,2,2,01202,80
39400,2,6,00100,317
74100,0,2,00502,87
11000,3,2,00400,77
22500,2,4,00804,78
214000,4,5,01300,75
60000,1,1,01007,271
35000,3,1,00501,75
55000,1,1,01300,35
59500,3,4,01203,220
92000,2,3,00804,52
53300,2,2,00302,121
70600,1,2,00601,57
181500,3,3,01001,95
64000,2,2,01201,57
3760,0,2,00801,364
140400,2,2,00301,55
211000,2,2,01004,90
75800,2,2,01007,151
279000,2,2,00501,46
23000,1,1,01201,45
179000,2,2,00301,35
19500,1,2,01600,44
190300,4,5,00501,70
124000,2,2,00503,52
222000,3,5,01202,73
327000,3,2,01106,40
104100,2,2,00302,56
99000,4,4,01500,177
59000,2,3,01102,65
121000,2,3,00506,96
132500,3,3,01204,63
213500,2,3,01104,59
166000,2,2,00503,40
63600,0,1,00301,53
58000,2,1,01600,366
3900,1,1,01003,247
115000,1,3,01005,88
90000,2,3,01600,114
95000,2,3,01007,187
41500,2,6,00504,37
242100,2,2,01002,34
5600,1,2,00302,98
123000,1,1,01103,8
51100,2,2,01300,52
71600,2,2,01007,126
21000,0,3,00505,250
34000,1,2,01005,80
35000,1,1,00302,30
248300,6,5,00901,57
190000,3,3,00700,129
200000,1,1,01004,53
258100,4,3,01600,99
75000,1,1,01002,83
226600,2,2,00100,45
105600,2,2,00602,128
64000,1,4,00902,65
37290,2,1,01104,77
372400,2,2,01001,38
120950,1,2,01105,160
41300,1,1,01003,49
48400,2,2,00200,84
100000,3,3,00602,94
45000,2,2,01201,160
158000,3,2,01201,86
307200,5,4,00400,52
40950,1,2,00200,22
164000,1,1,00804,87
51000,1,1,00502,143
139700,2,2,00901,108
310000,3,4,00901,42
127400,3,4,00901,95
113600,1,1,00901,92
234000,2,2,00804,214
2000,0,1,00801,258
35200,1,2,01600,68
93000,4,2,01106,58
231700,2,3,00301,167
175000,1,3,01107,57
160000,2,3,00505,118
181400,5,4,00200,91
187000,2,1,01107,139
93100,1,6,01105,71
77000,2,2,00503,52
76640,2,2,00802,94
110000,1,1,00802,62
22000,1,1,00602,129
65000,2,1,00601,57
64700,1,1,01105,78
135300,2,2,01203,88
108380,2,2,01400,123
35500,1,1,00200,50
374000,2,2,00901,42
53000,3,2,00601,77
129100,3,1,01600,74
42700,2,4,01006,73
375640,2,3,01004,19
153000,2,2,01600,52
196200,4,2,00301,158
658000,3,4,00902,60
54700,2,4,01300,39
68000,1,1,01400,142
446000,3,5,01004,94
155000,3,2,00601,101
29500,1,1,01107,161
413000,1,1,01600,62
149000,3,6,00301,65
401600,3,2,00902,60
65200,2,2,00100,60
41000,2,6,01001,97
10400,2,2,01600,65
48600,1,2,00802,55
15000,0,1,01107,378
208000,2,2,01500,67
1500,1,1,01300,39
32490,1,1,01004,55
21000,0,2,00200,54
135000,1,1,01105,146
107000,4,3,01001,61
99000,1,3,01007,165
21600,0,1,00100,101
176200,3,2,00902,64
27010,3,1,00400,204
180020,2,2,00400,49
271400,4,7,00400,94
148200,3,4,01001,100
105000,2,3,00700,49
28900,0,1,00801,70
21600,2,2,00301,140
232000,3,4,00901,53
102980,2,2,00506,54
36200,1,2,00700,45
113900,2,2,01105,62
46000,2,1,01500,36
82700,2,2,01300,38
5400,1,1,01003,261
183400,2,2,00501,42
10200,0,1,01104,143
57550,1,1,00301,46
138250,2,3,01105,55
85410,2,2,00803,59
180000,1,1,01004,81
145000,3,2,01300,47
182100,2,5,01103,51
158670,3,3,00301,60
80100,2,1,01107,74
47300,2,4,01005,226
171300,2,2,00507,57
178000,2,3,01204,98
102900,1,2,00803,88
50000,2,5,01106,124
195220,5,7,01300,72
51940,1,6,01104,173
182000,2,4,01300,94
110600,2,2,01202,92
129500,5,2,01300,8
26600,1,4,00506,339
207000,2,2,01201,80
42000,1,2,01004,92
156500,3,9,01005,52
29000,3,5,00801,86
210800,3,4,01002,112
73200,2,2,00100,222
80000,2,3,00100,47
32000,1,1,01102,59
178500,3,3,01107,74
34000,0,1,01400,144
43500,1,4,01204,117
87800,1,1,00507,132
87400,0,5,00301,48
150000,3,1,01202,300
237200,2,2,00901,101
122000,2,1,01203,93
118000,1,1,00804,104
110000,2,1,01107,578
242100,3,3,01500,113
148000,2,2,00400,59
146000,5,5,01201,112
80000,1,1,01004,95
77000,1,1,00805,112
93700,4,3,00301,31
93000,2,4,00100,60
65000,1,2,00504,96
28500,2,3,01002,164
185500,3,4,00400,116
38600,1,1,01101,26
341100,3,6,01001,35
139000,3,5,01300,64
122400,5,9,01005,196
3100,0,1,01500,91
138800,2,4,00301,92
46800,2,2,01004,84
76800,1,1,00902,166
234000,5,2,00501,44
170900,1,2,00803,56
144200,2,2,01202,67
154000,3,2,00400,65
80000,2,5,01103,96
90000,2,4,00804,81
39900,1,1,00504,55
110000,3,4,01006,116
219000,2,5,01001,61
578000,1,1,00804,137
285000,1,3,01003,55
120000,2,2,01500,121
177000,3,3,00507,84
170,1,1,01007,85
101600,3,3,00805,54
70000,2,1,00601,48
25200,1,3,00602,157
297000,1,3,01204,69
177300,1,3,00801,64
204200,4,3,01204,88
9500,1,1,00200,131
52000,1,1,01101,58
110000,0,3,01003,92
195000,5,4,00804,45
69900,1,1,00200,69
9300,0,1,00602,41
9700,1,1,00502,83
122100,3,3,01001,30
51000,2,1,00802,32
120000,2,3,00601,55
145600,1,1,01400,39
120000,2,2,01104,78
220000,0,1,00804,266
58000,1,6,01202,51
82000,2,2,00901,114
121000,2,4,01001,49
3500,2,1,00601,62
6800,0,1,00805,133
118700,4,6,00805,61
156100,2,2,01004,103
24500,0,1,00802,60
17000,1,1,00805,119
72800,2,2,00901,109
147000,2,3,01003,64
21900,2,2,01104,86
578000,2,5,00501,98
80000,1,1,01004,56
101600,1,1,01004,115
111000,2,2,00200,85
137500,2,3,00507,105
155350,2,4,00902,53
129800,1,3,01007,209
173000,1,6,01101,230
66600,2,2,00803,250
64310,3,2,01106,57
140000,2,2,00802,53
76000,1,1,00505,71
98800,3,2,00501,66
15800,1,4,01107,58
245000,1,3,01004,54
234600,4,4,01006,49
51300,0,2,00801,44
527000,3,2,00400,61
60000,2,2,00601,29
45000,1,2,01201,127
283200,4,7,01001,94
167000,5,2,01203,99
123900,4,3,00400,53
18000,1,1,01103,34
100000,2,4,00902,71
77500,1,1,01001,12
225000,4,5,01500,65
24000,1,4,00805,160
130400,5,6,01106,175
52600,2,2,00100,60
32810,1,2,01300,52
130000,2,3,01201,159
80200,2,1,01007,47
600,1,1,01003,35
208600,1,3,01106,107
134200,1,2,01001,237
57100,2,3,01102,425
118000,3,4,00801,68
191260,2,2,01003,33
24280,1,4,01002,86
694000,4,6,01105,294
99000,1,1,01105,72
89000,1,1,00302,50
102000,1,1,00801,99
100000,2,5,01006,75
121000,2,2,00502,183
192000,4,4,00700,86
2000,1,1,01400,186
285000,3,2,01500,110
67000,0,1,01004,130
9800,0,1,00801,96
215000,2,2,00802,55
65500,2,3,00803,133
21000,2,1,01106,54
230600,2,2,01004,63
162100,1,1,01002,46
31400,2,2,00601,56
91000,3,3,01104,56
155000,2,3,01204,66
56900,0,1,01107,290
42000,3,3,01101,78
728000,2,2,01106,40
280000,3,4,01007,86
33000,1,1,01300,113
218000,1,3,01007,101
11770,0,3,00805,164
338100,2,5,01004,65
344000,3,3,01102,55
84700,1,2,00805,33
120900,2,5,00502,70
139000,2,2,00901,129
74000,1,1,00601,53
68000,1,1,00602,62
94700,2,3,00502,142
140000,2,4,01001,236
60000,1,1,01400,95
20200,4,3,01107,100
82000,3,3,01500,85
35510,1,2,00100,93
167400,2,2,00901,66
30630,2,1,00700,56
462000,3,4,00501,70
55010,0,1,00502,43
190000,3,4,01201,71
60000,1,1,00505,91
64000,2,3,00700,149
14390,3,1,01104,241
29000,1,1,00502,198
260000,2,2,00901,42
121800,4,3,00301,175
210000,5,2,00902,38
120000,2,2,01300,17
41700,2,1,00200,70
95000,2,2,00100,25
